date,description,debit_account,debit_amount,credit_account,debit_amount
2024/10/7,Transfer to Toss,KR10101-Toss Checking Account,25000,KR10105-Kakao Checking Account,25000
2024/10/7,钱嘉男 hospital,KR10403-Friends Receivable,14200,KR10101-Toss Checking Account,14200
2024/10/7,Transfer to Toss,KR10101-Toss Checking Account,7200,KR10102-Hana Checking Account,7200
2024/10/7,钱嘉男 hospital,KR10403-Friends Receivable,5000,KR10101-Toss Checking Account,5000
2024/10/7,교통 (아침기도모임) ,KR60004-Transportation Expenses,1200,KR30201-Friends Debt,1200
2024/10/7,교통 (钱嘉男) ,KR60004-Transportation Expenses,1600,KR30201-Friends Debt,1600
2024/10/7,Correcting Toss Mismatch,KR60007-Other Expenses,30,KR10101-Toss Checking Account,30
2024/10/8,서정민,KR10102-Hana Checking Account,15000,KR10403-Friends Receivable,15000
2024/10/8,Transfer to Toss,KR10101-Toss Checking Account,15000,KR10102-Hana Checking Account,15000
2024/10/8,Transfer to Toss,KR10102-Hana Checking Account,6500,KR10403-Friends Receivable,6500
2024/10/8,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/8,Transfer to Toss,KR10101-Toss Checking Account,100000,KR10000-Cash,100000
2024/10/8,Transfer to Naver,KR10106-Naver Checking Account,90000,KR10101-Toss Checking Account,90000
2024/10/8,君熙振华水电费,KR10403-Friends Receivable,79280,KR30201-Friends Debt,79280
2024/10/8,농구장 물,KR10403-Friends Receivable,2000,KR30201-Friends Debt,2000
2024/10/8,Transfer to Toss,KR10000-Cash,200000,KR10000-Cash,200000
2024/10/8,Transfer to Toss,KR10101-Toss Checking Account,200000,KR10000-Cash,200000
2024/10/8,교통 (클럽) ,KR60004-Transportation Expenses,4200,KR30201-Friends Debt,4200
2024/10/9,君熙振华水电费,KR30201-Friends Debt,73040,KR10101-Toss Checking Account,73040
2024/10/9,CU (ice cream),KR60002-Food Expenses,3000,KR10101-Toss Checking Account,3000
2024/10/9,교통 (클럽) ,KR60004-Transportation Expenses,1200,KR30201-Friends Debt,1200
2024/10/9,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/9,君熙振华水电费,KR30201-Friends Debt,6240,KR10101-Toss Checking Account,6240
2024/10/9,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/10,Transfer to Toss,KR10101-Toss Checking Account,10000,KR10000-Cash,10000
2024/10/10,洗衣服,KR60005-Personal Expenses,20000,KR10000-Cash,20000
2024/10/10,GS25,KR60002-Food Expenses,4400,KR10101-Toss Checking Account,4400
2024/10/10,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/10,Didimdol w Myothurin,KR10101-Toss Checking Account,50000,KR70004-Didimdol Income,50000
2024/10/10,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/10,李振华交通费,KR60005-Personal Expenses,174,KR10103-Shinhan Checking Account,174
2024/10/10,교통 (Myothurin) ,KR60004-Transportation Expenses,2800,KR30201-Friends Debt,2800
2024/10/10,교통 (기록 없음) ,KR60004-Transportation Expenses,2900,KR30201-Friends Debt,2900
2024/10/10,Paris Baguette,KR60002-Food Expenses,8000,KR10101-Toss Checking Account,8000
2024/10/10,Mammoth Coffee,KR60002-Food Expenses,5600,KR10101-Toss Checking Account,5600
2024/10/11,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/11,교통 (귀가) ,KR60004-Transportation Expenses,1500,KR30201-Friends Debt,1500
2024/10/11,짐닭 w 알루아,KR60002-Food Expenses,11500,KR10101-Toss Checking Account,11500
2024/10/11,Paris Baguette,KR60002-Food Expenses,5400,KR10101-Toss Checking Account,5400
2024/10/12,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/12,给李振华买个水,KR60005-Personal Expenses,800,KR10101-Toss Checking Account,800
2024/10/12,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/12,헌금,KR60005-Personal Expenses,5000,KR10000-Cash,5000
2024/10/12,교통 (振华) ,KR60004-Transportation Expenses,6000,KR30201-Friends Debt,6000
2024/10/13,Transfer to Toss,KR10101-Toss Checking Account,6500,KR10102-Hana Checking Account,6500
2024/10/13,11월 건강보혐료,KR60003-Healthcare Expenses,75490,KR10101-Toss Checking Account,75490
2024/10/13,Savings 해제,KR10101-Toss Checking Account,10000,KR10205-Transportation Savings,10000
2024/10/13,커피브레이크,KR60002-Food Expenses,5300,KR10101-Toss Checking Account,5300
2024/10/13,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/13,Forgive 其多’s debt,KR30201-Friends Debt,82667,KR70006-Other Income,82667
2024/10/13,10월 Interest,KR10101-Toss Checking Account,67,KR70002-Interest Income,67
2024/10/13,Transfer to Toss,KR10101-Toss Checking Account,9026,KR10106-Naver Checking Account,9026
2024/10/13,CU,KR60002-Food Expenses,8700,KR10101-Toss Checking Account,8700
2024/10/13,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/14,Paris Baguette,KR60002-Food Expenses,5400,KR10101-Toss Checking Account,5400
2024/10/15,7Eleven,KR60002-Food Expenses,3000,KR10101-Toss Checking Account,3000
2024/10/16,孙雅婷 기숙사 환불,KR10102-Hana Checking Account,2008440,KR30201-Friends Debt,2008440
2024/10/16,Transfer to Toss,KR10101-Toss Checking Account,10000,KR10102-Hana Checking Account,10000
2024/10/16,7Eleven,KR60002-Food Expenses,5000,KR10101-Toss Checking Account,5000
2024/10/17,Transfer to Toss,KR10101-Toss Checking Account,30000,KR10102-Hana Checking Account,30000
2024/10/17,티머니,KR60004-Transportation Expenses,6000,KR10101-Toss Checking Account,6000
2024/10/17,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/17,Transfer to Hana,KR10101-Toss Checking Account,25000,KR10102-Hana Checking Account,25000
2024/10/18,Transfer to Toss,KR10101-Toss Checking Account,30000,KR10102-Hana Checking Account,30000
2024/10/18,교통,KR60004-Transportation Expenses,7500,KR30201-Friends Debt,7500
2024/10/18,Paris Baguette,KR60002-Food Expenses,8100,KR10101-Toss Checking Account,8100
2024/10/18,Transfer to Toss,KR10101-Toss Checking Account,10000,KR10102-Hana Checking Account,10000
2024/10/18,7Eleven,KR60002-Food Expenses,5200,KR10101-Toss Checking Account,5200
2024/10/19,Transfer to Toss,KR10101-Toss Checking Account,200000,KR10102-Hana Checking Account,200000
2024/10/19,Transfer to Toss,KR10101-Toss Checking Account,100000,KR10102-Hana Checking Account,100000
2024/10/19,Taxi back to Sogang,KR60005-Personal Expenses,2000,KR10101-Toss Checking Account,2000
2024/10/19,교통,KR60004-Transportation Expenses,1500,KR30201-Friends Debt,1500
2024/10/19,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/19,Taxi to 阿岘站,KR60004-Transportation Expenses,5300,KR10101-Toss Checking Account,5300
2024/10/19,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/20,Cashback,KR10101-Toss Checking Account,500,KR70001-Cashback Income,500
2024/10/20,Apple Music,KR60005-Personal Expenses,3300,KR10105-Kakao Checking Account,3300
2024/10/20,Transfer to KakaoPay,KR10105-Kakao Checking Account,10000,KR10101-Toss Checking Account,10000
2024/10/20,Paris Baguette,KR60002-Food Expenses,8100,KR10101-Toss Checking Account,8100
2024/10/20,공차,KR60002-Food Expenses,4900,KR10101-Toss Checking Account,4900
2024/10/20,교통,KR60004-Transportation Expenses,3000,KR30201-Friends Debt,3000
2024/10/20,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/20,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/20,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/21,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/22,미진축산 w 문서진,KR10105-Kakao Checking Account,19200,KR10403-Friends Receivable,19200
2024/10/22,메머드커피,KR60002-Food Expenses,6600,KR10101-Toss Checking Account,6600
2024/10/22,교통,KR60004-Transportation Expenses,2500,KR30201-Friends Debt,2500
2024/10/22,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/23,GS25,KR60002-Food Expenses,4900,KR10101-Toss Checking Account,4900
2024/10/23,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/24,Transfer to Toss,KR10101-Toss Checking Account,80000,KR10102-Hana Checking Account,80000
2024/10/24,Withdrawal,KR10000-Cash,50000,KR10101-Toss Checking Account,50000
2024/10/24,OIA Field Trip Deposit,KR10000-Cash,50000,KR10000-Cash,50000
2024/10/24,OIA Field Trip Deposit,KR10403-Friends Receivable,50000,KR10000-Cash,50000
2024/10/24,Transfer to Toss,KR10101-Toss Checking Account,20000,KR10102-Hana Checking Account,20000
2024/10/25,Budget for SEA Studies Samsung,KR10102-Hana Checking Account,700000,KR70003-Samsung Income,700000
2024/10/25,Mama,KR10101-Toss Checking Account,642776,KR70005-Allowance Income,642776
2024/10/25,Rent,KR60001-Home Expenses,410000,KR10101-Toss Checking Account,410000
2024/10/25,Transfer to Toss,KR10101-Toss Checking Account,1931440,KR10102-Hana Checking Account,1931440
2024/10/25,Transfer to Shinhan,KR10103-Shinhan Checking Account,300000,KR10101-Toss Checking Account,300000
2024/10/25,"Buy 신한 골드 2.44@₩	122,573.45",KR20003-Gold,299079,KR10103-Shinhan Checking Account,299079
2024/10/25,Transfer to Shinhan Investment,KR10104-Shinhan Investment Account,200000,KR10101-Toss Checking Account,200000
2024/10/25,Paris Baguette,KR60002-Food Expenses,5800,KR10101-Toss Checking Account,5800
2024/10/25,교통,KR60004-Transportation Expenses,921,KR10103-Shinhan Checking Account,921
2024/10/25,춘리마라탕跟钱嘉男,KR60002-Food Expenses,21960,KR10101-Toss Checking Account,21960
2024/10/25,춘리마라탕跟钱嘉男,KR60002-Food Expenses,9310,KR10101-Toss Checking Account,9310
2024/10/26,서강동회장학회,KR10000-Cash,15000,KR70006-Other Income,15000
2024/10/26,판교행 택시,KR60004-Transportation Expenses,8100,KR10101-Toss Checking Account,8100
2024/10/26,교통,KR60004-Transportation Expenses,3000,KR30201-Friends Debt,3000
2024/10/26,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/26,순두부찌개_휴게소,KR60002-Food Expenses,10000,KR10101-Toss Checking Account,10000
2024/10/26,소세지_휴게소,KR60002-Food Expenses,5000,KR10101-Toss Checking Account,5000
2024/10/27,GS25,KR60002-Food Expenses,5721,KR10105-Kakao Checking Account,5721
2024/10/27,중국간식,KR60002-Food Expenses,10700,KR10101-Toss Checking Account,10700
2024/10/27,사과빵,KR60002-Food Expenses,28000,KR10101-Toss Checking Account,28000
2024/10/27,사과식혜,KR60002-Food Expenses,12000,KR10101-Toss Checking Account,12000
2024/10/27,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/28,교통,KR60004-Transportation Expenses,2900,KR30201-Friends Debt,2900
2024/10/28,Haircut,KR60005-Personal Expenses,20000,KR10101-Toss Checking Account,20000
2024/10/29,GS25,KR60002-Food Expenses,5400,KR10101-Toss Checking Account,5400
2024/10/29,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/29,Transfer to Batrisyia to Exhange Money,KR70005-Allowance Income,158446,KR10101-Toss Checking Account,158446
2024/10/29,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/29,Zaim,KR10403-Friends Receivable,180000,KR10101-Toss Checking Account,180000
2024/10/29,육쌈냉면 w 문서진,KR10105-Kakao Checking Account,10000,KR10403-Friends Receivable,10000
2024/10/29,쿠팡 groceries,KR60002-Food Expenses,12260,KR10101-Toss Checking Account,12260
2024/10/30,孙雅婷 관세 세금 납부,KR30201-Friends Debt,30690,KR10101-Toss Checking Account,30690
2024/10/30,교통,KR60004-Transportation Expenses,2400,KR30201-Friends Debt,2400
2024/10/31,7Eleven,KR60002-Food Expenses,4900,KR10101-Toss Checking Account,4900
2024/10/31,쿠츠 w 문서진,KR10105-Kakao Checking Account,13000,KR10403-Friends Receivable,13000
2024/10/31,孙雅婷 관세 세금 납부,KR30201-Friends Debt,82400,KR10101-Toss Checking Account,82400
2024/10/31,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/10/31,케이포 w Myothurin,KR60005-Personal Expenses,36500,KR10101-Toss Checking Account,36500
2024/10/31,교통 (Myothurin to 경복궁),KR60004-Transportation Expenses,4200,KR30201-Friends Debt,4200
2024/11/1,11월 Didimdol (Fixed monthly income calculation),KR10402-Didimdol Receivable,566667,KR70004-Didimdol Income,566667
2024/11/1,11월 Samsung,KR10401-Samsung Receivable,650000,KR70003-Samsung Income,650000
2024/11/1,7Eleven,KR60002-Food Expenses,18300,KR10101-Toss Checking Account,18300
2024/11/1,11월 Prepaid Phone Plan,KR60005-Personal Expenses,17500,KR10501-Phone Plan,17500
2024/11/1,10월 Interest,KR10101-Toss Checking Account,420,KR70002-Interest Income,420
2024/11/1,휴게소,KR60002-Food Expenses,4000,KR10101-Toss Checking Account,4000
2024/11/1,강정,KR60002-Food Expenses,20000,KR10101-Toss Checking Account,20000
2024/11/1,전주 초코파이,KR60002-Food Expenses,27000,KR10101-Toss Checking Account,27000
2024/11/1,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/11/1,100원빵,KR60002-Food Expenses,4000,KR10101-Toss Checking Account,4000
2024/11/1,E마트24,KR60002-Food Expenses,6700,KR10101-Toss Checking Account,6700
2024/11/2,모찌,KR60005-Personal Expenses,42000,KR10101-Toss Checking Account,42000
2024/11/2,Deposit Refund,KR10000-Cash,50000,KR10403-Friends Receivable,50000
2024/11/2,춘리마라탕跟钱嘉男,KR60002-Food Expenses,17860,KR10101-Toss Checking Account,17860
2024/11/3,iCloud+,KR60005-Personal Expenses,8900,KR10105-Kakao Checking Account,8900
2024/11/3,GS25,KR60002-Food Expenses,2100,KR10101-Toss Checking Account,2100
2024/11/3,Hollys,KR60002-Food Expenses,5500,KR10101-Toss Checking Account,5500
2024/11/3,교통,KR60004-Transportation Expenses,3000,KR30201-Friends Debt,3000
2024/11/3,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/11/3,Cashback,KR10101-Toss Checking Account,500,KR70001-Cashback Income,500
2024/11/4,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/11/4,10월 교통비,KR30201-Friends Debt,67700,KR10101-Toss Checking Account,67700
2024/11/4,孙雅婷电费,KR10403-Friends Receivable,99460,KR10101-Toss Checking Account,99460
2024/11/5,把钱嘉男朋友的手机寄到大邱,KR60005-Personal Expenses,4000,KR10101-Toss Checking Account,4000
2024/11/5,把钱嘉男朋友的手机寄到大邱_상자,KR60005-Personal Expenses,800,KR10101-Toss Checking Account,800
2024/11/5,李振华的在学证明书,KR60005-Personal Expenses,500,KR10101-Toss Checking Account,500
2024/11/5,孙雅婷 은행 deposit,KR10403-Friends Receivable,20000,KR10000-Cash,20000
2024/11/5,李振华 은행 deposit,KR10403-Friends Receivable,20000,KR10000-Cash,20000
2024/11/5,재모식당,KR60002-Food Expenses,5000,KR10000-Cash,5000
2024/11/5,교통(Waralee),KR60004-Transportation Expenses,1500,KR30201-Friends Debt,1500
2024/11/5,전 w Waralee,KR60002-Food Expenses,11000,KR10101-Toss Checking Account,11000
2024/11/5,마라탕 w Waralee,KR10102-Hana Checking Account,6555,KR10403-Friends Receivable,6555
2024/11/5,给孙雅婷转钱,KR30201-Friends Debt,400000,KR10101-Toss Checking Account,400000
2024/11/6,쿠팡 회원비,KR60005-Personal Expenses,7890,KR10101-Toss Checking Account,7890
2024/11/6,Compose Coffee,KR60002-Food Expenses,2900,KR10101-Toss Checking Account,2900
2024/11/6,물,KR60002-Food Expenses,800,KR10101-Toss Checking Account,800
2024/11/6,물 4 문서진,KR60005-Personal Expenses,800,KR10101-Toss Checking Account,800
2024/11/6,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/11/6,교통(李振华),KR60004-Transportation Expenses,3000,KR30201-Friends Debt,3000
2024/11/6,쿠팡이츠 for 李振华,KR60005-Personal Expenses,21500,KR10101-Toss Checking Account,21500
2024/11/7,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/11/7,교통(李振华),KR60004-Transportation Expenses,2900,KR30201-Friends Debt,2900
2024/11/7,GS25 w 钱嘉男,KR60002-Food Expenses,14500,KR10101-Toss Checking Account,14500
2024/11/7,Cashback,KR10101-Toss Checking Account,500,KR70001-Cashback Income,500
2024/11/8,Transfer to Toss,KR10101-Toss Checking Account,34279,KR10105-Kakao Checking Account,34279
2024/11/8,매머드커피,KR60002-Food Expenses,5200,KR10101-Toss Checking Account,5200
2024/11/8,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/11/9,간식 at PALS MT,KR60002-Food Expenses,3650,KR10101-Toss Checking Account,3650
2024/11/9,Transfer to Toss,KR10101-Toss Checking Account,6555,KR10102-Hana Checking Account,6555
2024/11/9,용우동,KR60002-Food Expenses,9500,KR10101-Toss Checking Account,9500
2024/11/9,Davy’s Trip Budget,KR10102-Hana Checking Account,1000000,KR70006-Other Income,1000000
2024/11/10,Transfer to Toss,KR10101-Toss Checking Account,5000,KR10102-Hana Checking Account,5000
2024/11/10,뼈해장국 w 尤其多，王君熙，刘旭,KR60002-Food Expenses,10000,KR10101-Toss Checking Account,10000
2024/11/10,给孙雅婷转钱,KR30201-Friends Debt,900000,KR10102-Hana Checking Account,900000
2024/11/10,麻辣烫跟钱嘉男,KR60002-Food Expenses,25790,KR10102-Hana Checking Account,25790
2024/11/10,투썸플레이스,KR60002-Food Expenses,5000,KR10102-Hana Checking Account,5000
2024/11/10,교통(홍대),KR60004-Transportation Expenses,3000,KR30201-Friends Debt,3000
2024/11/10,Transfer to Shinhan,KR10103-Shinhan Checking Account,2000,KR10102-Hana Checking Account,2000
2024/11/10,Reduce 李振华’s debt by contra,KR30201-Friends Debt,8250,KR10403-Friends Receivable,8250
2024/11/11,Transfer to Shinhan,KR10103-Shinhan Checking Account,60000,KR10102-Hana Checking Account,60000
2024/11/11,给孙雅婷转钱,KR30201-Friends Debt,400000,KR10103-Shinhan Checking Account,400000
2024/11/11,Transfer to Toss,KR10101-Toss Checking Account,2210,KR10102-Hana Checking Account,2210
2024/11/11,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/11/11,Deposit Cash,KR10101-Toss Checking Account,30000,KR10000-Cash,30000
2024/11/11,李振华交通费,KR60005-Personal Expenses,847,KR10103-Shinhan Checking Account,847
2024/11/11,Pepero,KR60005-Personal Expenses,18000,KR10101-Toss Checking Account,18000
2024/11/11,Transfer to Shinhan,KR10103-Shinhan Checking Account,2000,KR10101-Toss Checking Account,2000
2024/11/11,Mama,KR10101-Toss Checking Account,177921,KR70005-Allowance Income,177921
2024/11/11,Transfer to Kakao,KR10105-Kakao Checking Account,20000,KR10101-Toss Checking Account,20000
2024/11/11,Tisya,KR10105-Kakao Checking Account,20000,KR10105-Kakao Checking Account,20000
2024/11/11,Tisya,KR10403-Friends Receivable,20000,KR10105-Kakao Checking Account,20000
2024/11/11,교통(기록 없음),KR60004-Transportation Expenses,1500,KR30201-Friends Debt,1500
2024/11/12,GS25,KR60002-Food Expenses,6500,KR10101-Toss Checking Account,6500
2024/11/12,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/11/12,삼성전자 배당금,KR10104-Shinhan Investment Account,385,KR70006-Other Income,385
2024/11/12,마포광안리,KR60002-Food Expenses,9500,KR10101-Toss Checking Account,9500
2024/11/12,콜로라도 프로젝트,KR60002-Food Expenses,4500,KR10101-Toss Checking Account,4500
2024/11/12,7Eleven,KR60002-Food Expenses,8950,KR10101-Toss Checking Account,8950
2024/11/12,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/11/12,李振华交通费,KR60005-Personal Expenses,858,KR10103-Shinhan Checking Account,858
2024/11/13,서강대학교 멘토,KR10102-Hana Checking Account,25000,KR70006-Other Income,25000
2024/11/13,물 4 문서진,KR60005-Personal Expenses,800,KR10101-Toss Checking Account,800
2024/11/13,물,KR60005-Personal Expenses,800,KR10101-Toss Checking Account,800
2024/11/13,물,KR60002-Food Expenses,800,KR10101-Toss Checking Account,800
2024/11/14,Didimdol w Myothurin,KR10101-Toss Checking Account,50000,KR70004-Didimdol Income,50000
2024/11/14,메머드커피,KR60002-Food Expenses,5200,KR10101-Toss Checking Account,5200
2024/11/14,Mama,KR10101-Toss Checking Account,97979,KR70005-Allowance Income,97979
2024/11/14,Transfer to Toss,KR10101-Toss Checking Account,25000,KR10102-Hana Checking Account,25000
2024/11/14,给孙雅婷转钱,KR30201-Friends Debt,195350,KR10101-Toss Checking Account,195350
2024/11/14,문서진,KR10105-Kakao Checking Account,20000,KR30201-Friends Debt,20000
2024/11/14,Transfer to Toss,KR10101-Toss Checking Account,5000,KR10104-Shinhan Investment Account,5000
2024/11/14,Davy,KR10102-Hana Checking Account,10000,KR30201-Friends Debt,10000
2024/11/14,Transfer to Toss,KR10101-Toss Checking Account,20000,KR10105-Kakao Checking Account,20000
2024/11/14,Transfer to Toss,KR10101-Toss Checking Account,10000,KR10102-Hana Checking Account,10000
2024/11/14,GS25,KR60002-Food Expenses,1800,KR10101-Toss Checking Account,1800
2024/11/14,교통(Myothurin),KR60004-Transportation Expenses,2800,KR30201-Friends Debt,2800
2024/11/15,"Sell 삼성전자 3@₩	52,000.00",KR10104-Shinhan Investment Account,155430,KR10404-Pending Investments,155430
2024/11/15,"Sell 삼성바이오로직스 0.093046@₩	967,263.00",KR10104-Shinhan Investment Account,89870,KR10404-Pending Investments,89870
2024/11/15,"Sell NAVER 0.148306@₩	181,078.00",KR10104-Shinhan Investment Account,26815,KR10404-Pending Investments,26815
2024/11/15,"Sell 삼양식품 0.132597@₩	544,031.00",KR10104-Shinhan Investment Account,72037,KR10404-Pending Investments,72037
2024/11/15,Transfer to Toss,KR10101-Toss Checking Account,344592,KR10104-Shinhan Investment Account,344592
2024/11/15,Meeting 1 태양 삼성,KR60005-Personal Expenses,4000,KR10101-Toss Checking Account,4000
2024/11/15,Meeting 1 징 삼성,KR60005-Personal Expenses,9100,KR10101-Toss Checking Account,9100
2024/11/15,Meeting 1 엔지 삼성,KR60005-Personal Expenses,14300,KR10101-Toss Checking Account,14300
2024/11/15,멘츠루 신촌점 삼성,KR60005-Personal Expenses,34500,KR10101-Toss Checking Account,34500
2024/11/15,멘츠루 신촌점 삼성,KR60005-Personal Expenses,10000,KR10101-Toss Checking Account,10000
2024/11/15,신룽푸 마라탕 이대점 삼성,KR60005-Personal Expenses,17900,KR10101-Toss Checking Account,17900
2024/11/15,Meeting 2 삼성,KR60005-Personal Expenses,21500,KR10101-Toss Checking Account,21500
2024/11/15,프랭크버거 연남점 삼성,KR60005-Personal Expenses,10400,KR30201-Friends Debt,10400
2024/11/15,마포아트센터 - 이대5번출구역 - 성동세무서앞 삼성,KR60004-Transportation Expenses,3000,KR30201-Friends Debt,3000
2024/11/15,교통(Didimdol Sunbae meeting),KR60004-Transportation Expenses,1700,KR30201-Friends Debt,1700
2024/11/15,이대역 - 이화여대기숙사 삼성,KR60005-Personal Expenses,1400,KR30201-Friends Debt,1400
2024/11/15,회기역 - 이대역 - 명동역 삼성,KR60005-Personal Expenses,2900,KR30201-Friends Debt,2900
2024/11/15,안암역 - 이대역 - 안암역 삼성,KR60005-Personal Expenses,2800,KR30201-Friends Debt,2800
2024/11/15,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/11/16,Transfer to Kakao,KR10105-Kakao Checking Account,75490,KR10101-Toss Checking Account,75490
2024/11/16,12월 건강보혐료,KR10105-Kakao Checking Account,75490,KR10105-Kakao Checking Account,75490
2024/11/16,12월 건강보혐료,KR60003-Healthcare Expenses,75490,KR10105-Kakao Checking Account,75490
2024/11/16,Transfer to Kakao,KR10105-Kakao Checking Account,20000,KR10101-Toss Checking Account,20000
2024/11/16,Transfer to Kakao,KR10105-Kakao Checking Account,10000,KR10101-Toss Checking Account,10000
2024/11/16,문서진,KR30201-Friends Debt,20000,KR10105-Kakao Checking Account,20000
2024/11/16,Davy,KR30201-Friends Debt,10000,KR10105-Kakao Checking Account,10000
2024/11/16,청화원 w 钱嘉男,KR60002-Food Expenses,21800,KR10101-Toss Checking Account,21800
2024/11/16,Baskin Robins w 钱嘉男,KR60002-Food Expenses,14200,KR10101-Toss Checking Account,14200
2024/11/16,Cashback,KR10101-Toss Checking Account,500,KR70001-Cashback Income,500
2024/11/16,교통(go home),KR60004-Transportation Expenses,1500,KR30201-Friends Debt,1500
2024/11/16,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/11/17,"프랭크버거 연남점 식비, 이대역 - 이화여대기숙사 교통비 삼성",KR30201-Friends Debt,11800,KR10101-Toss Checking Account,11800
2024/11/17,회기역 - 이대역 - 명동역 삼성,KR30201-Friends Debt,2800,KR10101-Toss Checking Account,2800
2024/11/17,안암역 - 이대역 - 안암역 삼성,KR30201-Friends Debt,2800,KR10101-Toss Checking Account,2800
2024/11/17,안암역 - 이대역 - 안암역 삼성,KR30201-Friends Debt,2800,KR10101-Toss Checking Account,2800
2024/11/17,회기역 - 이대역 - 명동역 삼성,KR30201-Friends Debt,100,KR10101-Toss Checking Account,100
2024/11/17,Transfer to Toss,KR10101-Toss Checking Account,35000,KR10102-Hana Checking Account,35000
2024/11/17,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/11/17,투썸플레이스 w Tisya,KR60002-Food Expenses,4500,KR10101-Toss Checking Account,4500
2024/11/17,Temu,KR60005-Personal Expenses,52456,KR10101-Toss Checking Account,52456
2024/11/17,교통(met qjn and Tisya),KR60004-Transportation Expenses,6000,KR30201-Friends Debt,6000
2024/11/17,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/11/18,7Eleven,KR60002-Food Expenses,10300,KR10101-Toss Checking Account,10300
2024/11/18,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/11/18,카페나무,KR60002-Food Expenses,5700,KR10101-Toss Checking Account,5700
2024/11/19,보승회관 w 문서진,KR60002-Food Expenses,16000,KR30201-Friends Debt,16000
2024/11/19,Transfer to Kakao,KR60002-Food Expenses,16000,KR10101-Toss Checking Account,16000
2024/11/19,Transfer to Kakao,KR10105-Kakao Checking Account,16000,KR10101-Toss Checking Account,16000
2024/11/19,보승회관 w 문서진,KR10105-Kakao Checking Account,16000,KR10105-Kakao Checking Account,16000
2024/11/19,보승회관 w 문서진,KR30201-Friends Debt,16000,KR10105-Kakao Checking Account,16000
2024/11/19,동문회장학금,KR10101-Toss Checking Account,1500000,KR70006-Other Income,1500000
2024/11/19,Zaim,KR10403-Friends Receivable,100000,KR10101-Toss Checking Account,100000
2024/11/19,서강기프트샵 (돕바),KR60005-Personal Expenses,92000,KR10101-Toss Checking Account,92000
2024/11/19,교통(홍대),KR60004-Transportation Expenses,2900,KR30201-Friends Debt,2900
2024/11/20,Apple Music,KR60005-Personal Expenses,3300,KR10105-Kakao Checking Account,3300
2024/11/20,Transfer to Kakao,KR10105-Kakao Checking Account,10000,KR10101-Toss Checking Account,10000
2024/11/20,삼성전자 배당금,KR10104-Shinhan Investment Account,361,KR70006-Other Income,361
2024/11/20,삼성전자 배당금,KR10104-Shinhan Investment Account,151,KR70006-Other Income,151
2024/11/20,물 4 문서진,KR60005-Personal Expenses,800,KR10101-Toss Checking Account,800
